"","year","age_group_5_years","race_eth","first_degree_hx","age_menarche","age_first_birth","BIRADS_breast_density","current_hrt","menopaus","bmi_group","biophx","breast_cancer_history","count"
"2517",2015,7,9,0,0,4,2,0,9,1,0,0,2
"2518",2014,8,1,0,1,1,3,0,2,1,1,0,45
"2519",2016,6,1,0,9,9,1,0,2,2,0,0,18
"2520",2014,4,1,0,2,2,3,0,2,3,0,0,1
"2521",2015,8,9,0,2,9,2,0,2,2,0,0,1
"2522",2015,9,1,0,9,3,3,1,2,2,1,1,1
"2523",2014,7,3,1,0,1,3,0,9,1,1,0,2
"2524",2016,7,1,0,9,1,3,0,2,2,0,9,15
"2525",2015,4,3,0,9,9,3,0,1,3,0,0,9
"2526",2017,7,2,0,9,9,2,0,1,4,1,9,2
"2527",2014,13,1,0,9,1,1,0,2,2,9,0,1
"2528",2017,7,1,1,0,4,4,0,2,2,1,0,1
"2529",2017,8,1,0,9,9,2,0,2,3,9,0,12
"2530",2015,7,1,0,0,3,2,9,9,2,0,9,1
"2531",2016,5,2,0,2,0,4,0,1,2,1,0,1
"2532",2014,9,2,0,0,1,2,9,2,9,1,1,3
"2533",2013,7,2,0,0,2,3,9,9,2,0,9,1
"2534",2015,5,3,0,1,1,3,0,1,2,0,0,12
"2535",2017,7,1,1,0,4,4,0,2,9,1,1,1
"2536",2017,7,2,1,9,4,3,0,9,9,0,0,1
"2537",2017,12,1,1,2,1,3,0,2,2,1,0,1
"2538",2013,11,2,0,2,1,2,0,2,9,0,0,8
"2539",2015,2,1,0,9,0,9,0,1,1,0,0,1
"2540",2016,7,6,1,9,3,3,0,9,2,1,1,1
"2541",2015,5,1,0,0,4,9,0,1,1,0,0,1
"2542",2014,7,1,1,9,1,2,0,9,2,0,0,12
"2543",2014,9,5,0,1,1,2,0,2,3,1,0,3
"2544",2014,4,3,0,2,3,3,0,1,3,1,0,1
"2545",2015,10,9,0,9,1,3,0,2,9,1,0,5
"2546",2014,1,9,0,2,1,4,0,1,1,0,0,1
"2547",2016,9,1,0,9,2,1,0,2,2,1,0,15
"2548",2016,5,1,1,9,1,3,0,1,3,1,0,2
"2549",2013,12,1,1,9,9,2,0,2,2,1,1,9
"2550",2013,13,2,0,9,9,9,1,2,9,1,1,1
"2551",2016,7,3,0,9,9,3,9,2,9,0,1,1
"2552",2015,6,3,0,9,9,2,0,2,1,1,1,1
"2553",2013,8,3,1,2,1,2,0,2,1,0,0,1
"2554",2013,7,5,1,1,0,3,0,2,1,0,0,1
"2555",2014,9,9,0,0,3,2,0,2,2,1,1,1
"2556",2015,3,3,9,9,9,9,0,1,1,9,9,1
"2557",2016,10,1,1,2,4,2,0,2,4,0,0,2
"2558",2014,8,3,1,9,9,2,1,2,1,1,0,1
"2559",2017,10,1,0,0,1,3,0,2,1,1,0,22
"2560",2013,7,2,1,0,3,1,0,9,2,0,0,1
"2561",2016,6,2,0,9,1,1,0,2,4,0,9,3
"2562",2017,8,1,0,9,2,2,0,2,3,0,9,26
"2563",2014,6,1,0,1,9,3,0,2,1,1,0,5
"2564",2014,10,1,1,9,4,2,0,2,9,0,9,19
"2565",2016,13,2,0,1,2,3,0,2,1,0,0,2
"2566",2016,4,1,1,9,1,3,0,2,2,0,9,2
"2567",2015,9,2,9,1,4,1,9,2,9,0,1,1
"2568",2014,11,3,0,9,9,1,9,2,3,0,0,1
"2569",2016,3,1,1,2,2,2,0,1,1,0,0,1
"2570",2016,8,2,0,0,0,3,0,2,9,0,0,1
"2571",2016,9,1,1,2,0,3,0,2,3,1,1,1
"2572",2016,4,1,0,2,4,3,0,3,1,0,0,2
"2573",2014,8,4,1,9,4,2,0,2,3,1,1,1
"2574",2017,10,2,0,0,0,3,9,2,9,1,9,2
"2575",2013,7,1,1,9,1,4,0,3,2,0,0,1
"2576",2015,6,2,1,0,1,2,0,1,4,1,0,1
"2577",2015,11,1,0,0,0,1,0,2,3,1,0,2
"2578",2015,6,1,1,9,2,3,0,1,9,1,1,1
"2579",2017,5,1,1,9,1,3,0,9,9,1,0,1
"2580",2016,6,1,1,0,3,2,0,9,1,1,1,1
"2581",2016,7,5,0,9,9,2,0,1,2,0,0,3
"2582",2015,11,1,1,9,3,3,0,2,2,0,0,2
"2583",2016,5,1,0,9,4,2,0,3,1,1,9,1
"2584",2017,6,2,0,0,0,3,9,2,3,1,9,1
"2585",2017,9,5,0,9,0,3,0,2,4,0,0,3
"2586",2016,11,3,1,0,2,3,0,2,2,0,0,2
"2587",2016,7,3,0,1,3,3,0,3,3,0,0,2
"2588",2016,10,1,1,0,2,2,0,2,1,1,0,5
"2589",2013,11,1,0,1,3,3,9,2,2,0,0,2
"2590",2015,9,1,9,9,2,2,0,2,1,9,0,1
"2591",2015,6,5,1,1,1,2,0,1,3,1,0,1
"2592",2015,4,1,1,0,4,3,0,2,3,0,0,1
"2593",2016,4,1,1,2,3,3,0,1,1,1,0,5
"2594",2017,10,1,0,0,9,3,0,2,1,0,0,21
"2595",2015,6,3,0,9,3,3,0,3,3,0,0,3
"2596",2016,9,1,0,1,0,3,9,2,1,1,9,2
"2597",2014,5,1,0,0,2,3,0,2,2,0,0,7
"2598",2014,7,9,0,1,2,3,0,3,3,0,0,1
"2599",2015,6,3,0,9,9,3,0,2,1,0,0,82
"2600",2017,5,9,1,9,9,2,0,2,9,1,9,1
"2601",2013,8,3,0,9,4,3,9,2,2,0,0,2
"2602",2015,7,5,0,9,4,2,0,3,2,0,0,2
"2603",2013,7,5,0,9,0,2,0,9,4,0,0,1
"2604",2014,6,5,0,0,0,2,0,9,2,0,0,1
"2605",2016,7,2,0,9,4,2,0,1,2,1,9,1
"2606",2014,6,3,0,2,3,3,9,9,1,1,0,1
"2607",2016,7,2,0,2,1,3,0,3,4,0,0,3
"2608",2017,7,2,9,9,4,2,9,2,4,0,9,1
"2609",2013,9,1,1,1,3,2,0,2,2,1,0,8
"2610",2014,11,1,0,9,0,2,9,2,4,1,0,1
"2611",2017,11,1,0,9,2,1,0,2,1,9,0,2
"2612",2016,9,3,1,9,9,2,0,2,4,0,0,2
"2613",2014,12,6,0,9,9,3,0,2,2,0,9,1
"2614",2015,7,1,1,1,0,2,0,2,1,1,0,6
"2615",2016,8,1,1,9,4,2,0,2,2,1,0,22
"2616",2017,5,9,0,1,0,2,0,3,1,0,0,1
"2617",2016,9,5,1,2,1,2,9,2,3,1,9,1
"2618",2017,4,2,9,1,9,3,0,1,4,0,9,12
"2619",2017,11,2,1,1,0,2,0,2,1,1,1,1
"2620",2014,7,2,0,9,0,3,0,3,3,0,0,4
"2621",2013,10,1,0,9,1,4,1,2,1,1,0,1
"2622",2017,10,3,0,0,1,9,9,2,9,1,0,1
"2623",2016,8,2,1,9,9,2,0,2,4,1,0,4
"2624",2017,4,3,0,1,3,3,0,3,2,0,0,1
"2625",2013,12,1,0,9,4,3,0,2,9,0,0,7
"2626",2016,2,1,0,9,9,3,0,1,9,0,9,4
"2627",2014,11,1,1,0,1,2,0,2,4,1,0,1
"2628",2015,6,2,1,2,2,1,0,1,4,0,0,1
"2629",2017,8,1,0,2,3,3,0,2,4,1,1,2
"2630",2017,5,1,0,9,3,1,0,3,4,0,9,1
"2631",2013,10,1,1,9,1,1,0,2,2,0,0,34
"2632",2014,11,5,0,9,2,3,0,2,1,0,0,1
"2633",2016,8,2,1,0,0,2,0,2,2,1,1,1
"2634",2016,11,1,1,9,9,3,1,2,1,1,0,2
"2635",2014,6,1,0,0,9,2,9,9,4,1,9,3
"2636",2017,7,5,1,1,1,2,0,1,2,0,0,1
"2637",2015,12,5,1,9,2,3,0,2,2,0,0,1
"2638",2017,10,5,0,9,9,1,0,2,2,1,0,2
"2639",2017,6,1,1,9,2,3,9,9,4,0,0,1
"2640",2014,7,1,0,9,1,3,1,2,3,0,9,3
"2641",2017,6,5,0,1,1,3,0,1,1,1,0,1
"2642",2015,8,3,0,9,3,2,1,2,2,1,0,3
"2643",2015,7,2,1,9,0,9,0,2,3,0,0,1
"2644",2013,13,1,0,1,1,2,9,2,1,1,1,1
"2645",2017,11,1,1,1,1,1,0,2,3,0,0,3
"2646",2014,13,1,1,9,3,2,0,2,9,1,1,1
"2647",2015,7,1,0,1,3,3,0,2,1,0,0,185
"2648",2016,4,3,0,9,3,3,0,1,9,0,0,22
"2649",2013,7,2,1,2,0,1,0,2,9,1,0,1
"2650",2016,7,2,1,2,4,1,0,3,9,1,0,1
"2651",2015,8,5,9,9,4,3,0,2,1,0,0,1
"2652",2014,8,1,1,0,9,2,9,2,9,1,9,8
"2653",2014,5,2,1,9,9,2,0,1,3,1,0,1
"2654",2016,11,1,0,9,9,2,0,2,9,0,0,78
"2655",2014,9,1,1,1,4,3,0,2,3,0,0,8
"2656",2013,10,1,0,1,1,3,9,2,2,1,0,1
"2657",2014,7,1,0,1,4,4,0,1,1,0,0,8
"2658",2015,5,3,0,0,1,3,0,1,3,1,0,1
"2659",2017,8,1,1,9,1,2,1,2,4,0,9,1
"2660",2014,5,2,0,9,9,4,9,9,9,0,9,2
"2661",2015,8,3,0,9,9,1,9,2,1,0,9,2
"2662",2014,5,2,0,2,4,4,0,1,9,0,0,2
"2663",2014,7,2,0,9,4,2,0,3,2,1,9,1
"2664",2013,9,6,1,1,2,2,0,2,2,0,0,1
"2665",2014,12,2,0,2,0,2,9,2,2,0,9,3
"2666",2017,5,2,0,9,0,2,0,3,3,0,9,1
"2667",2014,10,2,0,2,0,1,0,2,4,1,1,1
"2668",2014,4,9,0,0,0,2,0,1,4,0,0,1
"2669",2013,10,1,0,1,1,3,0,2,3,1,0,12
"2670",2017,11,1,1,0,1,1,0,2,3,0,0,2
"2671",2015,12,3,0,0,2,3,0,2,9,1,1,1
"2672",2013,9,2,0,2,3,2,0,2,9,1,0,1
"2673",2013,8,6,9,9,3,3,0,2,2,0,0,1
"2674",2017,9,3,0,1,9,4,9,2,9,0,0,1
"2675",2014,9,3,0,1,9,3,0,2,2,1,0,2
"2676",2015,7,3,0,0,9,2,0,2,9,0,0,1
"2677",2014,7,5,0,9,9,3,0,9,2,0,0,5
"2678",2017,5,1,0,9,3,4,0,9,1,0,0,7
"2679",2017,9,1,0,0,9,4,0,2,9,1,0,4
"2680",2015,10,9,1,0,2,2,0,2,9,0,0,1
"2681",2017,8,2,1,9,9,1,0,2,4,0,0,3
"2682",2017,7,1,0,9,3,3,0,2,3,1,9,2
"2683",2015,7,1,1,9,9,2,0,1,1,0,9,2
"2684",2014,2,5,0,9,1,2,0,1,2,0,9,1
"2685",2017,7,1,1,9,3,3,0,2,9,0,0,1
"2686",2017,8,5,1,2,1,3,0,2,3,0,0,1
"2687",2017,9,6,0,1,1,2,9,2,1,0,9,1
"2688",2017,9,6,0,0,1,2,0,2,1,0,0,2
"2689",2015,7,5,0,1,3,3,0,1,2,0,0,2
"2690",2015,7,1,0,9,9,9,0,3,9,1,1,1
"2691",2016,12,1,0,0,4,2,0,2,1,1,1,1
"2692",2016,7,1,0,2,9,9,0,1,2,0,0,1
"2693",2014,9,2,1,1,2,3,9,2,9,0,9,1
"2694",2017,12,1,1,9,1,2,1,2,9,1,1,2
"2695",2015,7,2,0,0,3,3,9,3,2,0,9,1
"2696",2016,5,1,0,2,1,3,0,1,1,0,9,1
"2697",2013,13,1,0,1,2,2,0,2,2,1,1,7
"2698",2017,3,1,0,9,1,2,0,3,1,0,0,1
"2699",2013,8,3,0,1,9,3,0,2,9,0,0,6
"2700",2015,8,1,0,9,3,3,1,2,3,0,0,3
"2701",2016,1,2,0,9,9,1,0,1,4,0,9,1
"2702",2017,7,1,0,2,3,2,0,3,4,0,0,6
"2703",2013,12,2,1,9,1,2,0,2,1,1,0,1
"2704",2017,8,3,9,9,9,2,9,2,2,0,0,1
"2705",2014,11,5,0,1,1,2,0,2,2,0,0,12
"2706",2016,11,3,1,9,9,2,0,2,9,1,1,1
"2707",2014,12,1,9,0,1,3,9,2,1,0,9,1
"2708",2016,7,3,1,9,3,4,0,2,2,0,0,1
"2709",2017,3,5,0,2,3,4,0,1,4,1,0,1
"2710",2013,10,6,0,2,4,2,9,2,9,1,9,1
"2711",2014,9,6,9,1,0,3,9,2,1,0,9,1
"2712",2014,7,1,0,0,2,4,9,2,2,9,9,1
"2713",2014,13,3,0,2,1,4,0,2,1,1,0,1
"2714",2017,4,2,1,1,2,2,0,1,2,1,0,1
"2715",2017,7,1,0,0,0,2,0,3,4,0,0,5
"2716",2013,8,6,0,9,9,3,9,2,4,0,9,1
"2717",2016,6,4,1,9,9,2,0,9,4,0,0,1
"2718",2014,6,5,0,1,3,3,9,3,2,0,9,1
"2719",2017,7,2,0,1,1,2,9,2,3,9,9,1
"2720",2015,12,6,0,9,1,2,0,2,3,0,1,1
"2721",2016,7,2,0,1,4,3,0,2,9,0,1,1
"2722",2016,10,1,0,0,0,1,0,2,2,0,0,6
"2723",2016,10,1,0,1,1,2,9,2,2,1,0,1
"2724",2016,10,2,0,0,4,3,0,2,2,0,0,2
"2725",2013,7,1,1,9,2,2,0,2,2,1,0,16
"2726",2014,6,1,9,1,4,2,9,2,4,0,9,1
"2727",2015,7,3,0,9,3,2,0,2,2,0,0,25
"2728",2014,9,6,0,2,0,2,1,2,3,0,0,1
"2729",2013,7,2,0,2,0,2,9,2,2,9,9,1
"2730",2015,6,1,1,2,4,1,0,2,2,0,0,1
"2731",2017,7,6,0,9,4,3,0,9,9,1,1,1
"2732",2015,6,2,0,9,9,2,9,2,4,0,0,2
"2733",2014,6,2,0,0,1,3,9,3,3,0,0,1
"2734",2017,6,1,0,9,9,9,9,9,9,1,9,22
"2735",2017,10,1,1,2,4,4,0,2,1,1,0,1
"2736",2016,5,1,0,1,2,3,0,2,1,1,0,3
"2737",2015,4,1,0,9,9,1,0,1,1,1,0,1
"2738",2017,11,2,0,1,0,3,9,2,3,1,9,1
"2739",2015,4,2,0,1,3,2,0,1,2,0,0,10
"2740",2015,7,2,0,9,9,3,0,3,2,0,0,2
"2741",2013,12,5,0,9,2,2,0,2,1,1,1,1
"2742",2017,6,2,0,0,2,1,0,2,3,0,0,3
"2743",2017,8,3,1,0,3,2,9,2,9,1,9,1
"2744",2016,5,1,0,1,9,3,0,1,1,0,1,1
"2745",2013,11,3,0,9,4,9,9,2,9,0,9,1
"2746",2017,7,2,1,1,2,4,0,2,2,0,0,1
"2747",2014,11,1,1,9,1,2,0,2,2,1,1,16
"2748",2014,6,1,0,9,3,3,0,1,3,1,1,1
"2749",2017,5,1,1,9,4,3,0,1,4,0,0,1
"2750",2014,12,1,0,9,1,2,9,2,2,1,0,2
"2751",2017,6,1,0,0,4,3,0,1,4,0,0,3
"2752",2014,8,1,0,1,4,2,9,2,1,0,0,5
"2753",2013,7,2,1,1,4,2,1,2,4,1,0,1
"2754",2014,4,6,0,2,2,4,0,1,1,0,0,1
"2755",2014,5,1,0,9,4,3,1,2,2,0,9,1
"2756",2013,8,1,1,9,0,9,1,2,9,1,1,1
"2757",2015,6,5,0,2,0,3,0,3,9,0,0,1
"2758",2013,9,1,1,9,3,1,9,2,4,1,1,1
"2759",2016,12,2,1,1,1,1,0,2,2,1,0,1
"2760",2016,4,1,1,2,4,2,0,1,1,0,0,3
"2761",2014,6,4,0,9,3,2,0,1,9,0,9,1
"2762",2013,8,1,0,9,9,2,9,2,2,1,9,7
"2763",2017,8,1,1,9,9,2,0,2,3,9,0,2
"2764",2015,11,1,0,9,2,2,0,2,3,0,1,2
"2765",2014,10,3,0,1,2,2,0,2,3,0,0,2
"2766",2016,4,3,0,9,9,3,0,9,1,0,0,1
"2767",2015,6,2,0,1,0,2,1,2,1,0,0,1
"2768",2014,7,3,0,2,9,4,0,2,1,0,0,1
"2769",2014,4,4,0,0,3,3,0,1,2,0,0,1
"2770",2016,10,1,0,9,9,2,9,2,9,1,0,5
"2771",2015,6,1,1,0,1,3,0,1,1,0,0,8
"2772",2016,10,1,0,1,0,2,1,2,9,1,1,1
"2773",2013,7,1,0,9,9,3,9,1,9,0,9,6
"2774",2014,5,1,0,9,9,9,0,2,2,1,0,1
"2775",2014,8,5,0,2,9,2,0,2,9,1,0,1
"2776",2014,2,1,0,9,4,1,0,1,4,0,0,2
"2777",2015,5,3,0,0,9,2,0,1,3,0,0,1
"2778",2015,7,1,1,9,1,2,0,2,2,0,9,3
"2779",2016,4,9,0,1,1,3,0,1,2,1,0,2
"2780",2016,8,1,0,2,2,1,0,2,3,1,1,1
"2781",2014,6,3,0,9,4,3,0,3,3,0,0,4
"2782",2013,8,3,0,0,9,3,0,2,2,0,0,4
"2783",2015,9,3,0,9,9,3,9,2,1,1,0,1
"2784",2013,8,6,9,9,4,2,0,2,9,0,0,1
"2785",2017,10,2,1,1,1,2,0,2,1,0,0,5
"2786",2015,13,3,1,9,9,2,0,2,1,0,0,1
"2787",2015,10,5,0,9,1,3,0,2,1,0,0,5
"2788",2015,3,5,1,9,9,2,0,1,9,0,0,2
"2789",2016,5,9,1,0,1,3,0,1,2,0,0,2
"2790",2017,3,1,0,1,0,4,0,1,3,0,1,1
"2791",2014,4,2,9,2,9,2,0,1,3,0,9,2
"2792",2016,7,1,1,9,2,3,0,2,2,0,9,3
"2793",2014,4,5,1,9,4,3,0,1,1,1,0,2
"2794",2016,10,1,0,9,2,1,0,2,3,1,1,3
"2795",2016,7,5,0,1,1,3,9,3,2,0,9,2
"2796",2013,8,2,0,2,3,2,1,2,9,0,0,1
"2797",2017,6,6,1,1,4,3,0,2,2,0,0,1
"2798",2015,9,2,0,1,4,2,9,2,9,0,9,3
"2799",2015,9,1,1,0,4,1,0,2,2,1,1,1
"2800",2017,6,1,1,1,2,3,0,2,3,1,1,1
"2801",2014,9,2,0,1,0,2,9,2,2,0,9,18
"2802",2017,9,1,1,0,3,2,0,2,9,1,1,8
"2803",2016,6,5,0,1,1,4,0,3,2,0,0,2
"2804",2014,6,5,0,9,3,9,0,1,2,1,0,1
"2805",2014,12,1,0,9,2,3,9,2,2,0,0,2
"2806",2016,11,1,1,0,1,3,0,2,9,1,1,2
"2807",2017,7,9,1,0,2,2,0,3,1,0,0,1
"2808",2014,2,1,0,0,1,2,0,1,4,0,0,1
"2809",2016,6,2,0,0,2,3,0,9,1,0,0,1
"2810",2016,7,3,0,9,9,3,0,9,1,0,0,29
"2811",2017,3,1,0,9,0,3,0,9,2,0,9,1
"2812",2016,9,1,0,2,3,2,0,2,2,0,0,33
"2813",2014,4,4,0,1,1,2,0,1,4,0,0,1
"2814",2015,7,3,0,9,3,1,0,2,1,1,0,1
"2815",2017,9,5,0,2,1,2,0,2,3,0,0,9
"2816",2014,10,6,1,1,4,2,9,2,1,0,0,1
"2817",2015,9,6,0,9,2,2,0,2,9,0,0,1
"2818",2015,4,5,0,9,1,2,0,9,2,0,0,1
"2819",2015,10,6,0,9,0,1,9,2,9,1,9,1
"2820",2015,8,1,0,0,9,1,9,2,9,1,9,2
"2821",2013,10,2,0,0,3,3,0,2,1,0,0,2
"2822",2014,7,1,9,9,9,3,9,9,2,1,9,2
"2823",2016,9,1,0,0,1,4,0,2,3,0,0,1
"2824",2016,9,2,1,1,3,3,9,2,9,0,1,1
"2825",2015,12,1,0,9,2,2,0,2,3,1,1,4
"2826",2016,4,5,0,9,9,3,1,2,9,0,0,2
"2827",2015,12,1,1,9,9,1,9,2,3,9,9,1
"2828",2014,5,5,0,0,0,4,0,1,1,0,0,2
"2829",2015,6,5,0,9,0,3,0,2,1,1,1,1
"2830",2015,10,2,0,0,1,2,9,2,9,9,9,2
"2831",2016,10,1,0,0,0,1,0,2,2,1,0,2
"2832",2015,8,1,1,1,2,2,9,2,3,9,9,1
"2833",2015,2,1,0,1,4,4,0,1,4,0,0,2
"2834",2016,6,1,0,2,2,3,0,3,2,0,0,6
"2835",2015,9,3,0,9,0,2,1,2,9,0,0,1
"2836",2017,7,5,0,0,4,3,9,2,1,0,9,1
"2837",2013,7,3,9,9,1,3,0,2,2,0,0,1
"2838",2013,7,2,0,0,0,2,9,9,2,0,9,3
"2839",2015,11,2,0,1,2,3,9,2,3,9,9,1
"2840",2014,6,2,1,2,0,2,0,9,3,0,0,1
"2841",2016,9,2,0,1,3,2,9,2,3,1,9,4
"2842",2015,7,1,0,2,9,1,0,9,9,9,0,8
"2843",2017,8,1,0,2,1,3,0,2,2,1,0,9
"2844",2013,12,2,0,9,4,2,0,2,9,0,9,13
"2845",2014,7,2,0,0,4,1,0,9,3,0,0,1
"2846",2017,7,1,1,1,0,2,0,2,3,1,0,1
"2847",2016,9,2,0,0,2,1,0,2,2,0,0,2
"2848",2017,5,1,0,1,2,3,0,2,9,1,0,1
"2849",2015,5,1,0,9,2,3,1,2,4,0,0,3
"2850",2014,4,1,1,9,0,2,0,3,4,0,0,2
"2851",2014,8,2,0,1,2,1,0,2,2,0,0,4
"2852",2015,5,3,1,0,1,4,0,1,2,0,0,1
"2853",2014,6,1,0,1,4,4,0,1,1,0,9,1
"2854",2015,10,1,0,9,1,1,0,2,1,0,9,2
"2855",2013,9,1,1,9,4,4,0,2,1,1,1,8
"2856",2017,12,1,1,2,0,2,0,2,1,1,0,1
"2857",2017,6,6,1,1,1,3,0,2,2,0,0,1
"2858",2014,8,1,1,2,0,2,0,2,9,0,1,1
"2859",2015,9,1,1,0,2,3,1,2,9,1,0,1
"2860",2015,11,2,0,0,1,3,9,2,9,1,9,1
"2861",2017,6,1,1,1,0,3,0,1,1,1,0,1
"2862",2017,8,1,0,9,0,1,1,2,4,0,9,1
"2863",2015,13,2,1,9,9,1,0,2,9,0,0,3
"2864",2016,5,1,0,9,0,1,0,3,1,1,9,1
"2865",2013,7,5,0,9,0,4,0,2,4,1,1,1
"2866",2016,10,2,0,9,4,2,9,2,3,1,0,2
"2867",2016,10,1,0,9,3,4,9,2,9,0,0,1
"2868",2015,6,6,0,1,0,1,0,3,3,0,0,1
"2869",2014,9,1,1,9,4,4,0,2,3,1,1,1
"2870",2014,4,5,0,9,9,4,0,1,3,0,9,1
"2871",2017,6,1,1,9,3,3,0,3,9,1,0,1
"2872",2013,11,2,0,9,1,3,1,2,2,0,0,1
"2873",2017,7,3,0,9,3,2,0,9,1,0,0,3
"2874",2013,7,1,1,9,3,1,0,3,1,0,0,1
"2875",2013,10,5,1,0,1,1,0,2,4,0,0,1
"2876",2016,2,5,0,9,9,4,9,2,1,1,0,1
"2877",2013,11,1,1,1,1,2,0,2,2,1,1,7
"2878",2015,7,3,0,0,3,1,0,2,2,0,0,1
"2879",2015,9,5,1,9,0,2,9,2,9,9,9,2
"2880",2016,8,1,1,1,2,3,0,2,1,1,1,9
"2881",2016,7,2,1,1,0,3,9,2,2,0,0,1
"2882",2013,8,5,0,1,9,2,0,2,3,0,0,3
"2883",2015,5,1,1,9,4,2,0,9,9,0,0,2
"2884",2015,12,1,0,9,4,2,0,2,1,1,0,6
"2885",2017,9,5,0,9,2,2,9,2,2,1,1,1
"2886",2013,7,2,0,9,4,3,0,2,4,0,9,2
"2887",2015,7,2,0,1,0,2,0,9,9,0,0,4
"2888",2015,9,6,0,9,9,2,0,2,1,0,9,1
"2889",2015,10,2,0,1,0,3,0,2,3,1,0,5
"2890",2014,12,1,1,9,3,2,9,2,9,9,9,2
"2891",2017,7,1,0,9,4,3,0,3,1,0,0,10
"2892",2013,8,1,0,2,9,3,0,2,2,0,0,1
"2893",2015,6,6,0,9,0,3,9,9,9,9,9,1
"2894",2015,10,5,0,9,3,3,9,2,1,0,0,1
"2895",2015,7,9,1,0,9,3,9,9,9,9,9,2
"2896",2016,9,9,1,1,1,2,0,2,3,0,0,5
"2897",2014,11,1,0,9,4,3,1,2,2,0,9,2
"2898",2016,6,1,0,9,0,1,0,2,3,1,0,1
"2899",2015,6,2,0,1,4,2,0,1,4,9,9,1
"2900",2014,7,5,0,1,2,2,0,3,4,0,0,3
"2901",2014,3,6,9,9,9,2,0,1,3,0,0,1
"2902",2014,6,6,0,9,1,1,0,3,3,0,0,3
"2903",2016,10,3,0,0,1,3,1,2,1,0,0,1
"2904",2015,8,1,0,9,0,2,1,2,3,1,0,3
"2905",2015,9,2,0,9,2,2,1,2,1,0,9,1
"2906",2017,6,1,0,9,2,3,0,9,2,0,0,6
"2907",2017,4,1,1,9,4,3,0,1,2,0,0,14
"2908",2014,8,2,0,9,0,2,0,2,2,1,1,3
"2909",2017,11,1,0,2,1,3,0,2,3,1,0,1
"2910",2013,11,1,0,9,4,3,1,2,2,1,1,1
"2911",2017,10,1,0,2,0,3,0,2,2,0,0,3
"2912",2016,8,1,9,1,0,3,9,2,4,0,9,1
"2913",2013,10,1,0,0,9,1,0,2,1,0,0,1
"2914",2015,10,1,0,2,1,9,9,2,9,1,1,1
"2915",2014,12,5,0,1,3,2,0,2,2,0,0,2
"2916",2013,7,2,1,2,1,2,0,1,2,0,9,1
"2917",2016,6,3,0,1,1,3,0,1,4,1,0,1
"2918",2013,11,2,0,1,1,3,0,2,1,1,0,6
"2919",2013,8,1,0,0,3,2,1,2,9,1,0,3
"2920",2013,8,1,0,9,1,3,1,2,3,0,0,8
"2921",2017,6,3,0,1,3,3,0,3,1,0,0,6
"2922",2015,6,1,0,9,3,4,0,1,1,1,0,40
"2923",2013,9,1,0,9,1,2,0,2,9,1,9,16
"2924",2015,5,5,0,9,4,9,0,1,9,0,0,2
"2925",2017,7,1,0,9,1,1,0,3,4,1,1,1
"2926",2014,5,1,0,9,9,2,0,9,1,0,0,8
"2927",2017,5,2,0,2,0,3,0,1,9,0,0,2
"2928",2016,7,1,0,9,9,1,9,2,3,0,0,5
"2929",2013,10,1,0,0,9,9,0,2,3,1,1,1
"2930",2014,12,2,0,0,1,2,0,2,1,0,0,7
"2931",2014,4,1,0,9,4,3,0,1,2,9,0,1
"2932",2015,5,1,1,1,0,2,9,9,3,9,9,1
"2933",2014,10,3,1,9,0,2,1,2,2,1,9,1
"2934",2017,7,2,0,2,2,2,0,3,1,1,1,1
"2935",2016,6,3,0,1,1,3,9,3,2,0,9,1
"2936",2016,7,6,1,9,9,1,0,3,4,1,0,1
"2937",2014,6,2,0,0,1,3,0,3,3,1,0,1
"2938",2015,5,1,0,9,1,1,0,2,9,0,0,3
"2939",2016,5,1,0,9,2,4,0,3,3,0,0,1
"2940",2016,7,1,0,1,3,3,1,2,1,1,0,16
"2941",2017,7,3,0,1,3,1,0,9,1,1,0,1
"2942",2015,8,6,0,1,2,2,0,2,1,0,0,3
"2943",2016,9,1,1,9,4,1,9,2,2,0,0,1
"2944",2014,7,3,0,0,4,3,9,9,9,1,1,1
"2945",2014,5,1,0,0,9,2,0,1,4,0,9,1
"2946",2014,7,1,0,9,9,3,0,1,9,0,0,82
"2947",2017,9,1,0,1,3,1,0,2,4,1,0,2
"2948",2014,8,6,0,9,4,4,0,2,1,1,0,1
"2949",2017,12,1,1,1,1,1,0,2,4,0,0,2
"2950",2013,7,3,0,0,1,3,0,3,9,1,0,1
"2951",2016,5,2,0,9,9,2,0,2,2,0,9,1
"2952",2015,9,1,1,9,9,9,0,2,9,1,0,1
"2953",2014,6,6,0,2,3,3,0,1,1,0,0,1
"2954",2016,9,1,0,0,3,2,1,2,9,1,0,1
"2955",2014,9,1,1,0,2,1,0,2,3,0,0,2
"2956",2015,6,1,0,1,3,2,9,9,4,9,9,1
"2957",2017,8,1,1,0,1,3,9,2,9,1,9,1
"2958",2016,5,1,1,9,9,2,9,2,1,0,0,2
"2959",2013,10,3,0,0,4,2,0,2,9,1,0,2
"2960",2015,5,3,1,9,9,4,0,1,1,9,9,1
"2961",2017,5,1,0,0,4,2,0,1,1,0,9,1
"2962",2013,9,1,1,9,3,3,9,2,9,0,0,3
"2963",2013,11,2,0,0,1,2,0,2,2,1,1,3
"2964",2017,8,3,0,2,1,1,0,2,1,1,0,1
